id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,LG10negaff,MAH+AF8-1,COO+AF8-1,MAH+AF8-2
5,2,48,4,2,3,3,2,0,5,1,5,1,5,1,1,4,1,3,4,1,1,4,1,1,5,1,5,4,1,4,1,1,4,4,1,3,1,4,4,1,1,4,6,6,3,3,1,1,1,5,4,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,1,1,0,0,2,1,5,5,5,5,1,5,5,5,2,5,4,4,1,1,5,5,5,5,5,4,4,2,4,4,1,2,1,1,4,4,4,4,4,4,5,5,4,5,5,30,26,41,10,22,12,40,7,,3,4,2,1,, ,6.5821239962
291,2,30,1,2,4,1,1,25,3,3,3,3,4,3,3,3,2,1,3,3,2,4,3,2,4,2,4,5,2,5,3,2,5,4,2,3,2,4,5,4,4,4,5,4,4,3,3,3,4,3,3,4,3,2,4,4,3,4,2,3,2,3,2,3,3,3,1,1,1,1,1,0,0,1,0,0,2,5,1,2,3,2,3,2,3,2,4,2,2,2,4,3,2,2,3,3,3,2,3,4,2,3,3,3,3,4,3,3,3,2,2,4,1,3,2,2,3,19,20,43,26,20,35,29,6,40,2,2,3,1.414973348,3.2414985337,0.002341997,6.5689474649
79,2,46,5,1,3,9,2,0,3,5,5,5,4,3,3,4,4,4,4,2,3,3,4,2,1,1,4,5,2,3,4,4,5,4,1,5,1,5,5,5,5,6,6,6,6,6,4,5,5,4,5,5,3,4,5,5,4,4,1,4,2,3,4,3,4,3,1,1,1,1,1,0,1,1,1,0,2,1,5,4,5,3,1,4,5,4,5,2,2,1,1,1,1,3,1,1,3,2,1,1,3,2,2,1,3,2,4,3,1,1,2,4,5,5,1,5,5,17,17,40,29,30,37,29,8,64,3,4,2,1.4623979979,2.5670958702,0.0096819409,6.5305002759
342,1,24,2,2,5,3,2,0,2,3,3,2,3,2,2,3,3,2,4,4,3,4,5,4,2,3,2,1,4,4,3,4,2,2,4,3,4,1,1,4,1,3,3,2,3,1,3,4,4,3,2,4,3,2,4,3,4,4,2,3,3,3,3,2,3,3,0,0,1,1,0,0,0,0,0,0,4,2,4,3,3,2,4,2,5,4,5,2,4,2,2,2,3,4,3,4,4,3,2,3,1,2,3,4,3,4,3,2,2,2,2,2,4,2,1,4,4,19,18,22,36,12,36,27,2,55,1,1,4,1.5563025008,0.8997814898,0.0028932873,6.5045828076
219,1,63,4,2,5,4,2,,2,1,4,1,5,1,2,3,1,2,3,1,1,5,1,1,3,1,4,4,1,3,1,1,1,3,1,1,1,3,3,1,1,2,6,5,5,2,3,1,1,5,4,2,5,5,2,1,4,4,1,4,1,4,2,4,1,1,1,1,1,0,0,0,1,1,1,1,1,1,5,5,4,3,1,3,5,5,1,3,5,2,1,1,4,5,5,5,5,3,4,3,4,4,1,2,1,1,4,4,3,4,4,5,5,5,5,5,5,26,24,30,10,20,15,39,7,79,3,5,4,1,2.4260838306,0.0075441827,6.4279070855
85,2,20,1,2,4,6,2,0,3,5,4,4,2,4,4,2,2,2,2,4,3,2,4,3,2,2,3,4,3,2,2,4,2,2,3,2,3,3,2,2,2,1,2,1,1,1,4,4,4,2,1,4,2,2,4,4,2,2,2,2,2,1,2,1,4,4,1,1,1,1,1,0,0,0,0,0,4,3,2,2,2,3,3,4,3,3,4,4,3,3,3,2,3,3,1,2,2,1,3,3,1,2,4,5,4,4,3,3,3,1,1,2,3,3,2,3,4,14,14,24,28,6,41,19,5,52,1,1,3,1.4471580313,3.9474434441,0.0135844375,6.374581469
11,2,22,2,2,5,1,2,0,1,4,1,4,2,4,3,4,3,1,3,3,2,5,4,4,2,2,5,3,4,2,5,4,4,3,5,4,4,3,3,2,2,4,3,3,5,5,4,4,3,2,3,3,2,2,5,3,4,3,2,3,2,1,4,2,4,4,1,1,1,0,0,0,0,0,0,0,4,4,3,2,3,2,4,2,2,3,3,3,1,2,4,3,2,2,2,2,2,2,2,4,2,3,4,3,4,4,3,3,1,1,1,2,2,2,3,2,3,10,20,34,36,20,37,22,3,41,1,1,4,1.5563025008,2.9100340368,0.0056054296,6.365174011
494,2,21,2,2,2,1,2,,3,2,3,2,3,2,2,3,1,4,4,1,1,4,4,1,1,1,1,4,2,1,1,2,1,2,1,3,1,3,3,1,2,5,3,3,4,4,2,2,3,4,3,1,4,4,2,1,4,4,1,4,1,2,4,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,3,5,1,2,2,2,2,2,5,1,3,2,2,2,4,4,4,3,4,1,4,4,2,3,2,2,4,4,1,4,4,5,5,5,4,3,4,21,23,23,16,19,20,33,5,56,1,1,1,1.2041199827,0.5090942364,0.0029832674,6.3635979085
127,2,37,4,1,4,8,2,2,4,2,4,1,5,1,1,4,1,4,4,1,1,5,1,1,4,1,5,4,1,5,1,3,3,5,1,5,1,4,5,1,1,6,6,6,6,5,2,1,2,5,5,1,5,5,2,1,4,4,1,4,4,3,1,3,4,1,0,1,1,0,1,0,1,1,0,1,1,3,5,4,5,3,1,4,4,4,1,3,4,3,2,2,3,4,4,5,5,4,4,1,4,4,1,1,1,1,4,1,4,1,4,5,3,5,5,4,4,27,25,45,12,29,13,32,6,72,2,3,3,1.079181246,1.0421687407,0.0083360958,6.3564655983
359,2,39,4,1,5,5,2,0,2,4,1,5,2,4,4,2,4,4,2,3,3,2,4,1,1,1,3,5,2,1,3,4,1,1,1,1,1,1,3,1,1,4,3,5,3,1,4,3,3,2,2,3,3,2,4,3,3,3,2,2,2,2,3,1,3,2,0,1,1,1,1,1,1,0,0,0,4,4,2,1,2,2,3,3,3,4,2,3,4,4,2,2,3,3,2,1,2,1,1,1,2,2,4,4,3,4,3,3,2,2,3,2,2,3,4,4,4,10,11,19,19,16,35,24,6,53,2,3,4,1.278753601,8.1774578685,1.72713868354812E+AC0-05,6.3130728569
459,1,32,3,1,4,1,2,0,3,1,3,2,4,1,1,3,2,1,4,1,2,3,1,1,3,1,3,3,1,4,1,2,3,4,1,3,1,3,4,1,1,5,5,5,5,3,1,1,1,4,4,1,4,4,1,1,4,4,1,4,1,3,1,4,1,1,1,1,1,0,0,0,0,1,0,0,4,4,4,2,3,1,4,2,3,3,2,1,2,1,5,5,1,2,5,4,5,4,3,4,4,3,2,2,2,2,4,4,4,4,4,2,2,2,4,1,1,24,25,33,11,23,14,39,4,37,2,2,3,1.0413926852,8.5383550353,0.0944869806,6.2493056316
301,1,54,4,2,5,9,2,0,4,1,4,2,5,4,1,4,1,1,4,1,1,4,1,1,2,1,4,4,1,4,1,1,3,3,1,4,1,5,4,2,1,6,6,7,7,7,1,1,2,5,4,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,2,1,5,4,4,1,1,2,2,5,5,2,2,5,4,2,4,4,4,4,4,1,2,1,1,4,4,4,4,4,5,4,5,5,1,1,24,28,37,11,33,13,40,8,48,3,5,4,1.0413926852,7.2723456562,0.0535764169,6.1923211688
31,2,27,4,1,2,4,2,0,3,3,5,2,2,5,2,4,1,1,4,4,4,5,5,4,3,1,5,4,5,5,2,4,4,5,4,4,1,3,5,4,1,6,7,5,7,4,3,2,4,4,3,4,4,3,4,4,4,4,1,4,1,2,4,2,3,3,1,1,1,1,1,0,1,1,0,0,2,2,2,2,3,2,4,5,5,4,1,4,3,3,2,3,3,3,3,4,1,3,4,4,1,1,2,3,2,3,4,4,1,2,2,4,4,2,5,4,3,18,21,43,31,29,31,29,7,61,1,2,1,1.4913616938,0.0607099565,0.0006807981,6.1413036128
233,2,21,1,2,3,1,2,0,3,3,4,2,4,3,1,2,3,3,2,1,2,4,4,2,5,1,5,5,4,4,3,1,4,3,2,5,4,5,5,5,3,4,5,5,5,4,2,4,4,3,3,2,4,3,3,2,3,4,1,3,1,4,1,4,3,2,1,1,1,,0,0,0,1,0,0,1,4,4,4,3,4,3,4,3,4,4,4,3,3,4,3,4,4,3,4,3,4,2,2,4,3,3,3,2,3,4,4,4,2,3,5,2,3,2,2,3,21,19,45,29,23,28,35,,61,1,1,2,1.4623979979,0.6974047124,1.1146717292617E+AC0-05,6.1260488332
159,2,65,7,2,2,7,2,0,5,1,5,1,5,1,1,4,1,1,4,1,1,5,1,1,5,1,5,5,2,5,2,2,5,5,1,4,1,4,4,1,1,6,6,6,6,6,3,2,3,2,3,2,4,4,3,3,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,4,5,5,3,3,5,3,1,1,3,5,5,5,5,4,4,4,4,4,4,3,2,2,4,4,4,4,4,5,5,3,3,5,5,30,28,47,13,30,27,40,10,79,3,5,1,1.1139433523,3.1697008895,0.0099821533,5.9595800156
139,2,32,4,2,4,,2,,3,3,4,2,4,1,1,4,1,1,4,2,2,4,2,1,1,1,3,4,1,4,1,3,1,1,1,1,1,1,1,1,1,4,4,4,3,2,2,2,2,4,3,2,3,3,2,2,4,4,1,2,1,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,5,4,5,3,2,2,1,4,4,4,3,3,4,3,2,2,4,4,3,4,5,4,4,4,3,3,2,3,3,3,4,4,2,3,4,1,2,5,3,4,4,23,26,21,13,17,23,34,10,61,2,2,3,1.1139433523,1.5160631584,0.0001121347,5.951721746
20,2,42,4,1,4,8,2,0,4,4,3,3,3,3,3,4,2,2,2,2,2,2,3,1,1,1,1,2,2,2,1,3,2,3,1,1,1,2,3,1,1,3,4,4,1,2,2,3,2,4,2,3,3,3,2,2,4,4,1,3,4,4,1,3,2,1,0,1,1,0,1,0,1,0,0,0,1,4,3,3,5,1,2,3,5,5,2,1,4,1,4,4,1,1,2,3,3,2,3,3,3,3,2,4,3,3,4,1,4,3,4,5,2,4,4,2,2,18,20,19,15,14,26,34,4,52,2,4,3,1.1760912591,0.5246042484,0.0007360653,5.9309582035
533,1,38,1,2,5,7,2,0,4,4,5,3,4,5,4,4,2,2,4,2,4,5,1,1,4,4,5,5,2,5,5,4,5,5,1,5,1,5,5,2,2,5,4,3,4,2,3,2,3,5,4,3,3,4,3,3,4,4,2,3,1,4,4,3,4,4,1,1,1,0,0,1,0,0,0,0,1,3,5,5,4,5,2,5,5,5,4,5,1,5,2,2,5,5,2,3,1,1,3,3,3,1,1,2,3,2,3,4,1,1,1,5,3,4,2,4,4,19,19,49,23,18,25,28,4,77,2,3,4,1.361727836,4.5845365571,8.35403850752481E+AC0-05,5.8951864789
236,2,26,1,2,4,,2,0,2,1,4,4,4,4,3,3,1,2,3,2,3,2,2,1,2,1,3,4,1,3,1,2,1,2,1,1,1,3,1,1,1,5,5,4,4,2,3,2,3,4,3,3,3,3,4,3,4,4,2,4,1,4,1,4,2,1,1,1,1,1,1,0,1,0,0,0,2,4,5,1,5,3,2,5,4,5,5,2,1,2,5,5,1,1,5,2,2,2,4,3,3,2,2,3,3,3,3,4,4,3,4,4,2,4,1,1,1,19,20,22,12,20,29,38,6,48,1,2,3,1.079181246,1.1246163611,0.0001005956,5.8723524402
154,2,52,5,1,4,9,2,0,4,1,4,1,5,1,3,3,3,3,3,2,1,4,1,2,4,1,5,5,1,4,1,1,5,4,2,4,1,5,4,2,1,7,7,7,7,6,2,5,3,5,4,4,2,4,2,4,4,4,1,3,1,4,1,4,1,1,1,1,1,0,1,0,0,1,0,1,2,4,4,4,5,5,2,3,4,3,3,3,3,3,2,2,4,4,5,5,5,2,2,2,3,4,1,2,4,2,4,4,4,4,4,4,2,4,3,4,4,28,19,44,13,34,29,39,6,66,3,5,3,1.1139433523,1.3868502151,0.000229127,5.8695661034
477,2,36,2,2,3,1,2,,3,4,2,4,3,3,3,2,2,2,3,3,3,2,4,3,2,1,2,1,4,2,3,3,2,2,2,2,2,2,3,5,5,5,5,5,4,2,4,5,5,2,2,3,2,3,3,4,3,3,2,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,0,5,4,3,2,2,2,4,2,3,4,5,2,2,2,5,2,2,2,2,2,3,2,3,3,2,2,4,4,4,3,3,3,2,3,2,1,2,2,1,1,4,15,17,20,32,21,39,28,9,39,2,3,2,1.5051499783,3.3489389698,0.005763407,5.777609099
495,2,60,4,1,6,5,2,,5,4,4,1,5,1,4,2,4,4,2,4,3,4,5,4,2,1,3,3,4,2,3,4,3,4,4,3,3,3,5,4,4,6,3,6,6,2,5,4,4,4,3,4,3,3,4,4,3,3,2,3,1,3,3,3,3,3,1,1,1,0,1,1,1,0,0,0,4,2,3,2,4,4,5,2,2,2,2,3,1,1,4,5,2,3,2,5,5,1,1,1,1,2,2,3,3,3,3,4,2,2,2,2,4,1,4,2,1,26,10,32,36,23,36,28,6,43,3,5,5,1.5563025008,8.789204533,0.0006077734,5.7418201693
344,2,33,4,1,2,4,2,0,1,5,1,5,5,5,4,2,4,4,4,4,4,3,5,5,1,1,1,5,5,1,1,5,5,1,1,4,5,5,1,5,1,1,2,2,3,1,3,5,5,2,1,2,1,1,1,5,1,2,4,3,4,2,4,1,4,4,1,1,1,0,0,0,0,0,1,0,5,5,4,1,1,1,5,1,1,3,5,2,1,1,5,5,1,1,1,1,1,1,1,1,1,1,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,10,11,27,34,9,40,18,4,24,2,3,1,1.531478917,11.0610563743,0.000007488,5.6598563928
132,1,54,4,2,2,,2,,3,3,3,2,3,2,3,2,3,2,2,3,2,4,3,4,4,2,3,5,2,3,4,4,3,3,4,5,3,4,3,4,3,5,6,3,3,2,3,3,3,3,3,2,3,3,4,2,4,4,3,3,3,3,2,3,2,1,0,1,1,1,0,0,1,0,1,0,3,3,3,3,2,3,4,3,4,4,2,4,2,4,2,3,4,4,3,4,4,2,2,3,2,3,3,3,3,3,2,2,3,3,4,3,3,2,4,4,3,20,16,37,33,19,29,31,5,59,3,5,1,1.5185139399,2.6361178627,0.0004147323,5.6527983373
119,2,68,7,2,3,5,2,0,5,1,5,1,5,1,1,4,1,1,4,1,1,4,1,1,3,1,5,5,1,3,1,1,5,5,1,2,1,3,5,1,1,7,7,7,7,7,3,1,1,5,5,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,5,5,5,5,3,3,4,4,2,5,5,5,1,1,5,5,5,5,5,4,4,4,4,4,1,1,1,1,4,4,4,4,4,5,5,3,4,5,5,30,28,40,10,35,13,40,7,83,3,5,2,1,3.9774118773,0.0076215296,5.6432512833
340,2,66,4,2,2,6,2,0,5,3,4,1,4,1,3,3,4,4,4,3,3,5,2,1,4,1,3,3,1,4,1,2,3,3,2,4,1,4,4,3,1,6,6,7,7,6,4,3,3,3,2,3,3,3,3,4,4,4,1,3,1,4,1,4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,4,4,4,3,1,5,5,5,1,5,3,3,3,2,2,4,3,5,5,2,1,1,2,2,3,4,3,3,4,4,4,4,4,5,5,5,5,3,4,26,15,37,15,32,33,39,8,74,3,5,1,1.1760912591,8.4073917312,0.008140481,5.593006517
258,2,24,3,2,5,7,1,210,5,1,4,1,4,1,2,4,1,1,4,1,1,4,1,1,4,1,5,5,1,4,1,1,3,4,1,2,1,3,4,1,1,4,6,6,7,2,2,1,4,3,4,5,4,2,2,4,4,4,1,4,1,4,1,4,1,1,0,1,1,1,0,0,0,0,0,1,2,4,4,4,4,2,4,2,4,4,2,2,4,2,2,3,1,4,5,5,5,3,4,4,4,4,3,2,2,4,4,4,4,4,4,4,2,2,4,4,3,28,27,38,10,25,29,40,4,56,1,1,4,1,3.3186100232,0.0042409692,5.56951748
439,2,38,1,2,6,1,2,0,3,1,4,1,5,1,1,4,1,1,4,2,1,5,2,2,3,1,5,4,1,4,1,2,1,4,2,5,2,5,4,2,1,4,5,6,5,4,2,1,2,5,5,2,5,5,3,1,4,4,1,3,1,4,1,3,2,1,1,1,0,1,1,0,0,1,0,0,2,3,4,3,4,4,3,2,4,4,2,3,4,3,2,2,3,4,5,5,5,4,4,4,3,4,1,1,1,1,4,4,4,3,4,4,3,3,4,4,4,27,27,40,16,24,15,37,5,64,2,3,5,1.2041199827,1.9652358332,0.0079745306,5.3846407759
22,2,57,4,2,4,8,2,0,3,2,5,2,4,2,2,4,2,2,4,4,4,5,1,1,3,1,3,5,1,3,1,1,3,4,1,3,1,3,5,1,1,5,6,4,4,4,3,3,2,4,3,4,3,3,3,3,4,4,2,4,3,4,3,2,4,4,1,1,1,1,0,0,0,0,0,0,2,3,5,5,4,3,3,3,3,4,2,3,4,3,4,1,3,5,4,4,4,3,3,3,1,1,2,3,3,3,3,2,2,1,1,4,3,3,4,2,5,24,19,37,10,23,29,27,4,66,3,5,3,1,1.3868502151,0.000229127,5.3263844783
458,1,50,6,1,6,2,2,0,3,1,2,3,3,4,2,3,2,2,1,3,2,1,5,3,1,1,3,4,5,3,1,2,1,3,4,2,3,2,3,4,4,2,2,2,2,2,1,4,4,4,3,5,4,2,2,4,4,4,3,4,1,3,3,3,2,2,1,1,1,0,0,0,1,1,0,0,2,3,4,2,3,4,4,2,4,2,3,4,4,4,3,2,4,4,5,3,2,3,3,3,2,3,2,3,2,4,2,4,2,3,3,4,3,2,3,3,4,18,18,23,32,10,31,32,5,60,3,5,5,1.5051499783,1.1663199311,0.0003074131,5.1980500397
541,1,50,4,1,6,1,2,0,3,2,3,2,4,2,1,2,4,1,3,3,2,2,4,3,2,2,3,1,4,1,1,2,1,3,4,3,2,2,1,3,2,3,4,1,3,3,3,3,5,4,4,4,4,3,2,4,2,4,2,2,1,1,4,2,3,3,1,1,1,1,1,0,0,1,1,1,2,4,4,2,4,3,4,4,5,3,3,3,2,2,3,2,3,4,4,4,4,4,1,4,2,3,2,2,2,3,3,4,1,2,2,4,2,2,3,3,4,22,19,19,27,14,30,23,8,57,3,5,5,1.4313637642,0.4896700404,5.30803478598167E+AC0-05,5.126024117
370,2,24,1,2,4,7,1,150,1,2,4,4,3,3,2,3,3,1,4,2,4,3,1,1,2,2,3,3,2,3,1,2,2,1,1,3,1,2,3,1,1,2,2,3,5,7,3,4,3,3,3,2,3,3,4,3,3,2,2,3,2,2,4,2,4,2,1,1,1,0,1,1,0,1,1,1,3,2,5,4,2,2,4,3,4,4,2,2,1,2,3,3,2,2,4,2,3,3,2,4,3,1,3,3,3,3,3,3,1,1,3,3,4,2,4,3,3,17,20,25,13,19,31,23,8,52,1,1,3,1.1139433523,0.5246042484,0.0001806494,5.0773613346
362,2,46,4,1,2,8,2,0,3,4,5,2,4,4,1,3,3,2,4,2,1,5,5,4,3,2,3,4,4,4,3,3,1,2,3,2,1,3,3,3,1,6,6,6,6,6,4,3,3,4,4,4,4,4,2,1,4,4,1,3,1,4,1,4,1,1,1,1,1,1,0,0,1,1,1,1,3,2,3,3,4,4,5,2,5,5,2,4,4,2,2,2,3,3,2,4,2,4,2,3,3,4,2,2,2,2,4,4,4,4,4,3,4,1,4,4,4,20,23,30,29,30,25,39,8,62,3,4,1,1.4623979979,0.1000762974,2.41166073422466E+AC0-05,4.9986269714
180,2,70,4,2,2,2,2,0,5,1,5,1,5,1,3,3,2,4,4,4,4,4,5,1,4,1,2,5,5,4,1,1,3,4,1,1,1,2,3,4,4,2,2,2,2,2,5,5,4,4,3,5,4,3,5,4,4,4,4,3,4,4,4,4,3,2,1,1,1,1,1,1,1,1,0,0,1,1,4,5,5,3,5,3,4,4,5,5,2,4,4,2,2,4,5,5,5,2,3,1,1,1,2,3,2,3,1,1,1,2,3,5,5,1,1,2,4,30,15,32,24,10,38,27,8,63,3,5,1,1.3802112417,4.5189086584,0.0135335232,4.9852189309
345,2,30,4,1,2,5,2,0,2,4,5,4,4,3,4,3,4,1,4,3,1,3,1,4,4,1,2,4,1,3,1,2,1,1,3,4,1,1,3,3,1,5,6,7,7,2,1,1,4,4,4,2,4,4,2,2,4,4,1,4,1,3,4,3,1,1,1,1,1,0,1,1,1,1,0,0,5,4,4,2,4,1,1,3,5,5,5,4,1,2,5,5,1,1,2,2,3,1,1,4,2,4,2,2,2,2,4,4,1,4,4,1,2,5,1,1,1,18,19,26,18,27,20,35,7,44,2,2,1,1.2552725051,1.9252157554,0.0164587253,4.9822832237
229,2,21,1,2,3,1,2,0,4,3,3,2,4,3,2,3,3,2,2,3,2,3,4,4,1,2,4,3,4,2,2,4,3,3,4,4,4,3,3,4,3,3,6,5,5,5,3,3,5,3,3,3,2,2,4,4,4,4,1,3,2,3,2,3,3,3,1,1,0,0,0,0,0,1,0,1,2,4,2,2,2,3,4,2,3,3,3,2,2,3,2,2,3,4,3,4,3,3,2,3,2,3,3,3,4,4,4,3,3,2,2,4,2,2,3,4,4,21,18,29,35,24,36,31,4,50,1,1,2,1.5440680444,1.1107732291,0.0023368068,4.8509366376
507,2,46,3,2,4,1,2,0,1,5,1,4,2,5,4,2,4,4,2,4,4,3,3,2,4,1,3,4,3,1,4,4,2,2,2,3,4,2,3,2,1,3,3,3,5,3,3,4,4,2,3,5,2,2,4,4,3,3,2,2,3,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,5,4,1,1,1,1,4,1,1,2,4,1,2,1,5,5,1,1,1,2,1,1,1,1,1,1,4,3,4,4,3,2,2,1,1,1,2,2,2,1,1,8,9,27,26,17,39,21,0,23,3,4,3,1.414973348,13.2841291809,0.0035013198,4.8340895921
546,1,58,4,1,6,8,2,0,4,1,4,1,4,1,2,4,1,1,4,1,1,3,1,1,5,1,4,4,1,4,1,1,4,4,1,4,1,4,4,1,1,7,7,7,7,7,1,1,1,2,4,1,5,5,1,1,4,4,1,4,1,4,1,4,2,4,1,1,1,0,1,0,0,1,0,1,1,1,5,5,5,3,2,5,5,5,1,4,4,2,4,4,2,4,5,5,5,3,4,4,4,4,4,2,1,1,4,4,4,3,1,5,5,4,5,2,2,27,27,40,10,35,14,36,6,72,3,5,5,1,1.8343389059,0.006855461,4.7669119572
133,2,23,1,2,4,1,2,,3,2,5,3,4,2,2,4,3,2,3,3,3,4,4,4,4,1,4,3,4,4,1,3,4,3,4,4,1,4,3,4,4,3,4,5,6,4,3,2,4,4,4,2,3,3,3,2,3,4,1,3,1,3,1,3,2,2,0,1,1,1,0,0,1,0,0,0,4,4,3,3,3,3,3,4,4,2,3,4,2,3,3,2,3,4,4,3,4,3,2,3,2,2,2,2,3,3,4,4,4,3,3,2,2,3,3,3,4,23,19,37,30,22,26,34,4,55,1,1,3,1.4771212547,0.5004099478,0.0007677553,4.7647552284
263,1,49,4,2,6,1,2,0,3,4,3,4,3,3,2,3,4,2,3,2,3,4,4,3,2,2,4,4,3,3,4,4,2,3,3,3,3,3,3,4,4,2,2,2,2,1,3,3,3,3,3,3,3,2,4,3,4,4,2,3,2,3,3,3,4,2,1,1,0,0,0,0,0,0,0,0,4,4,2,2,3,3,4,2,2,2,4,3,2,2,2,2,2,3,2,2,3,3,1,3,3,2,3,3,3,4,3,3,2,1,3,2,2,2,2,4,4,16,18,31,34,9,32,29,2,44,3,4,5,1.531478917,1.994303155,7.410645381331E+AC0-10,4.6608689935
530,2,25,1,2,5,9,1,10,4,2,4,1,3,3,2,3,2,2,3,1,1,4,1,1,3,2,2,4,3,4,2,2,3,4,1,4,2,4,4,3,3,6,6,6,6,6,3,2,3,5,5,3,5,5,1,2,4,4,1,4,1,4,1,4,2,1,0,1,1,0,0,0,0,1,0,1,1,1,5,5,4,4,2,4,3,3,2,4,4,4,2,2,4,4,4,5,3,3,3,3,4,4,1,1,1,1,4,4,4,3,4,5,5,4,4,4,4,23,23,36,20,30,18,39,4,74,1,2,4,1.3010299957,1.3449708003,0.0031989953,4.5228682386
109,1,33,1,2,4,7,1,200,4,1,4,2,5,2,2,3,3,3,3,1,2,4,1,2,3,1,4,3,1,4,1,3,3,3,1,4,2,3,3,1,1,5,5,5,5,5,1,1,2,5,4,2,5,4,2,2,4,4,1,4,1,3,1,3,1,1,1,0,1,1,0,1,0,0,0,0,1,2,5,4,4,4,3,3,4,4,3,4,4,4,2,2,4,4,5,4,4,3,2,2,4,3,1,2,1,2,4,4,4,4,4,5,4,3,3,4,4,26,20,34,14,25,16,38,4,71,2,3,3,1.1461280357,1.8481604924,0.0124109181,4.4885963246
337,1,32,4,1,4,2,2,0,3,3,3,3,3,3,3,3,2,2,3,2,2,4,2,1,4,1,4,4,1,1,1,2,3,3,1,1,1,2,2,1,1,6,6,6,6,6,3,3,3,3,3,2,3,3,4,3,3,3,2,3,2,3,2,3,2,2,1,1,1,0,0,1,1,1,0,1,2,2,3,3,3,3,4,2,1,3,1,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,5,3,3,18,20,28,12,30,30,30,7,52,2,2,3,1.079181246,0.5246042484,2.83701687156678E+AC0-05,4.4028812171
509,1,42,4,1,2,7,2,0,4,4,4,1,4,1,1,3,1,1,3,1,1,4,1,1,3,1,3,3,1,3,1,1,2,4,1,3,1,2,4,1,1,5,5,5,6,5,1,2,2,4,4,1,4,4,2,1,3,4,1,4,1,4,1,3,2,2,1,1,1,0,1,0,1,1,0,0,5,3,5,4,5,4,1,4,4,4,1,4,5,3,1,1,4,4,2,5,5,4,4,4,4,4,2,2,2,2,4,4,4,3,3,1,3,5,5,5,5,24,26,31,10,26,17,36,6,74,2,4,1,1,1.5695336091,0.0024989887,4.356746559
235,1,26,1,2,3,1,2,0,4,3,5,4,4,3,3,4,1,2,4,1,2,4,3,2,4,1,5,4,2,4,2,3,5,3,1,5,1,4,4,3,2,2,2,2,2,4,2,5,4,4,3,2,4,3,5,4,4,4,1,4,1,4,2,4,2,1,1,1,1,1,0,1,1,1,0,0,2,3,5,5,5,3,4,4,4,4,2,2,4,3,3,3,2,4,3,2,3,2,4,3,4,3,2,3,2,3,4,4,3,3,4,4,3,2,4,3,3,21,24,42,20,12,32,38,7,64,1,2,2,1.3010299957,0.3175397893,0.0029975574,4.3245618559
498,2,25,2,2,6,6,1,7,4,1,3,1,5,2,1,3,1,1,4,3,2,4,4,4,4,4,3,2,4,3,3,3,2,2,3,2,2,3,2,3,1,4,6,5,6,7,3,4,4,3,4,2,3,3,4,1,4,4,1,4,1,3,4,4,2,2,1,1,1,0,0,0,0,1,0,0,1,2,1,3,4,5,4,2,4,3,1,5,5,4,2,2,3,5,5,5,4,4,4,4,2,3,3,2,3,3,4,4,1,3,3,5,4,2,5,4,4,26,24,27,31,28,29,34,4,68,1,2,5,1.4913616938,0.4595916412,0.0015529449,4.2997046433
